City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
286,souillac,-20.5167,57.5167,30.21,74,75,3.6,MU,1738818121
287,sao raimundo das mangabeiras,-7.0219,-45.4811,25.57,70,98,0.9,BR,1738818123
288,fort bragg,35.139,-79.006,7.04,79,100,3.6,US,1738818124
289,conception bay south,47.4999,-52.9981,-11.16,75,77,8.77,CA,1738818125
290,kailua-kona,19.6406,-155.9956,23.64,79,21,0.45,US,1738818126
291,francistown,-21.17,27.5079,23.58,55,8,3.15,BW,1738818127
292,dalian,38.9122,121.6022,-0.04,27,0,3.0,CN,1738818004
293,hamilton,39.1834,-84.5333,1.53,94,100,1.34,US,1738818129
294,bengkulu,-3.8004,102.2655,28.94,67,50,3.7,ID,1738818130
295,progreso,21.2833,-89.6667,22.81,83,1,4.64,MX,1738818132
296,wynyard,-41.0,145.7167,19.55,70,44,4.47,AU,1738818133
297,knokke-heist,51.3333,3.3333,4.45,79,82,4.05,BE,1738818134
298,kaiapoi,-43.3783,172.6401,19.7,76,75,6.69,NZ,1738818135
299,nelidovo,56.2211,32.7774,-1.9,68,100,1.77,RU,1738818136
300,san rafael,-34.6177,-68.3301,23.01,35,0,1.43,AR,1738818138
301,puiesti,46.4167,27.5,-2.79,78,15,4.67,RO,1738818140
302,imbituba,-28.24,-48.6703,23.95,85,49,5.08,BR,1738818141
303,marcali,46.585,17.412,0.93,72,1,2.91,HU,1738818142
304,holualoa,19.6228,-155.9522,21.57,78,31,0.45,US,1738818143
305,praia da vitoria,38.7333,-27.0667,18.14,82,20,5.08,PT,1738818144
306,raja,8.4596,25.678,21.19,24,99,2.44,SS,1738818145
307,glazunovka,52.4986,36.3275,-5.54,96,7,2.15,RU,1738818146
308,mount isa,-20.7333,139.5,26.87,89,75,2.06,AU,1738818147
309,tarnogskiy gorodok,60.4997,43.5761,-3.94,95,100,1.39,RU,1738818149
310,victorica,-36.2151,-65.4359,20.03,81,0,4.92,AR,1738818150
311,kurchatov,51.6601,35.6521,-2.54,77,100,3.52,RU,1738818151
312,novyy urgal,51.0736,132.5642,-6.11,74,100,6.01,RU,1738818152
313,tharyarwady,17.65,95.8,30.07,35,4,2.79,MM,1738818153
314,wellington,-41.2866,174.7756,17.81,82,100,5.66,NZ,1738817918
315,kone,-21.0595,164.8658,31.12,63,99,3.99,NC,1738818155
316,sitka,57.0531,-135.33,-0.64,78,100,1.62,US,1738818156
317,boa esperanca,-21.09,-45.5658,19.76,86,99,0.66,BR,1738818158
318,notodden,59.5594,9.2585,-5.14,66,5,1.68,NO,1738818159
319,berezovyy,51.6667,135.7,-11.11,92,100,6.03,RU,1738818160
320,kutulik,53.3508,102.7839,-20.39,92,100,1.45,RU,1738818161
321,bogandinskiy,56.8937,65.8938,-10.15,97,99,0.87,RU,1738818162
322,nikolayevsk-on-amure,53.1406,140.73,-3.42,94,100,7.42,RU,1738818163
323,goba,7.0167,39.9833,12.75,21,18,0.28,ET,1738818164
324,wagar,16.1525,36.2032,21.81,77,0,4.85,SD,1738818166
325,bikenibeu village,1.3673,173.1241,28.98,79,75,6.17,KI,1738818167
326,novaya igirma,57.1334,103.9112,-22.42,87,96,2.1,RU,1738818168
327,klyuchi,52.2667,79.1667,-14.34,83,1,5.07,RU,1738818169
328,xinzhi,36.4989,111.7047,2.65,16,85,7.74,CN,1738818170
329,ratnagiri,16.9833,73.3,30.47,26,4,0.81,IN,1738818171
330,lubsko,51.7847,14.972,2.16,91,97,1.61,PL,1738818172
331,dambulla,7.86,80.6517,27.86,59,51,4.33,LK,1738818173
332,las tablas,7.7667,-80.2833,23.99,99,95,6.28,PA,1738818175
333,the pas,53.8251,-101.2541,-15.99,78,100,2.57,CA,1738818176
334,bamboo flat,11.7,92.7167,30.05,66,40,3.6,IN,1738818177
335,porto novo,6.4965,2.6036,27.9,89,47,1.82,BJ,1738818178
336,keflavik,64.0049,-22.5624,3.24,81,75,7.2,IS,1738818179
337,ampanihy,-24.7,44.75,28.32,64,2,5.8,MG,1738818180
338,axim,4.8699,-2.2405,25.86,90,45,2.2,GH,1738818181
339,piacabucu,-10.4056,-36.4344,25.02,85,90,3.41,BR,1738818183
340,kristinestad,62.2743,21.376,-1.0,92,4,2.58,FI,1738818184
341,punta cardon,11.6581,-70.215,25.03,83,98,10.05,VE,1738818185
342,necocli,8.4234,-76.786,25.79,84,70,2.66,CO,1738818186
343,kiunga,-6.1219,141.2906,34.58,45,90,1.58,PG,1738818187
344,rio claro,-22.4114,-47.5614,19.87,94,89,0.51,BR,1738818188
345,la ronge,55.1001,-105.2842,-18.86,71,100,3.6,CA,1738818189
346,fuglafjordur,62.244,-6.814,7.87,81,100,18.58,FO,1738818190
347,rufino,-34.2683,-62.7126,17.53,97,1,2.08,AR,1738818192
348,peschiera del garda,45.4378,10.6891,-1.86,100,0,1.03,IT,1738818193
349,labrador city,52.9463,-66.9114,-20.05,71,100,5.66,CA,1738818194
350,dunedin,-45.8742,170.5036,16.56,62,100,1.79,NZ,1738818195
351,san matias,-16.3667,-58.4,23.39,92,100,2.58,BO,1738818196
352,rumuruti,0.267,36.5389,17.04,54,98,2.62,KE,1738818197
353,salaverry,-8.2333,-78.9667,19.21,84,73,1.91,PE,1738818198
354,ta`u,-14.2336,-169.5144,28.78,65,45,3.28,AS,1738818199
355,san patricio,28.017,-97.5169,20.97,88,0,4.84,US,1738818201
356,sovet,38.0467,69.5882,8.01,33,2,5.56,TJ,1738818203
357,usinsk,65.9939,57.5281,-11.15,95,100,6.63,RU,1738818204
358,tchaourou,8.8865,2.5975,22.5,50,1,1.42,BJ,1738818205
359,luau,-10.7073,22.2247,18.36,89,100,1.15,AO,1738818206
360,maputo,-25.9653,32.5892,25.01,83,100,1.62,MZ,1738818008
361,ndele,8.4109,20.6473,22.8,26,100,2.95,CF,1738818209
362,kupang,-10.1667,123.5833,29.32,84,75,6.17,ID,1738818210
363,chegdomyn,51.1167,133.0167,-5.82,70,100,4.2,RU,1738818211
364,lospalos,-8.5186,127.0025,25.27,86,100,4.53,TL,1738818212
365,kappeln,54.6612,9.9313,1.6,93,90,3.26,DE,1738818213
366,nikel,69.4128,30.222,-5.32,83,63,6.32,RU,1738818214
367,east ballina,-28.8667,153.5833,26.05,67,5,4.73,AU,1738818216
368,ust-tsilma,65.441,52.1498,-10.09,93,100,3.41,RU,1738818217
369,al mawsil al jadidah,36.3346,43.0978,9.95,60,100,1.34,IQ,1738818218
370,malvan,16.0667,73.4667,29.01,31,20,1.68,IN,1738818219
371,muroto-misakicho,33.2833,134.15,5.6,48,35,8.19,JP,1738818220
372,afaahiti,-17.75,-149.2833,26.24,78,69,6.05,PF,1738818221
373,st. john's,47.5649,-52.7093,-11.03,73,100,9.77,CA,1738818004
374,cooper's town,26.8667,-77.5167,22.27,76,29,4.47,BS,1738818223
375,aykhal,66.0,111.5,-19.72,97,100,1.83,RU,1738818225
376,bayanhongor,46.7167,100.1167,-24.71,86,16,1.06,MN,1738818226
377,mobaye,4.319,21.1786,23.62,39,57,1.26,CF,1738818227
378,geraldton,-28.7667,114.6,29.23,61,0,6.69,AU,1738818228
379,alice springs,-23.7,133.8833,37.75,20,53,9.77,AU,1738818229
380,singapore,1.2897,103.8501,29.92,65,75,8.23,SG,1738817807
381,nowshahr,36.649,51.496,8.97,87,100,2.06,IR,1738818231
382,berezovo,63.9381,65.0419,-10.9,96,100,2.27,RU,1738818233
383,ryotsu-minato,38.0833,138.4333,0.98,64,71,9.78,JP,1738818206
384,reykjavik,64.1355,-21.8954,3.83,65,100,6.17,IS,1738818235
385,alotau,-10.3069,150.4462,29.2,71,100,3.96,PG,1738818236
386,vitry-le-francois,48.7333,4.5833,2.23,93,99,3.1,FR,1738818237
387,arzgir,45.3728,44.2206,-0.95,75,99,5.27,RU,1738818238
388,mitu,1.1983,-70.1733,22.1,98,96,1.4,CO,1738818239
389,den burg,53.0542,4.7972,3.99,100,20,2.06,NL,1738818241
390,waddan,29.1614,16.139,10.25,86,51,2.86,LY,1738818242
391,morales,2.757,-76.6172,16.12,95,98,1.06,CO,1738818244
392,al wajh,26.2455,36.4525,19.97,60,40,10.8,SA,1738818245
393,ilomantsi,62.6716,30.9328,-3.63,96,100,2.4,FI,1738818246
394,calatayud,41.3535,-1.6432,4.02,85,2,1.1,ES,1738818248
395,bloemfontein,-29.1211,26.214,19.94,75,91,5.85,ZA,1738818035
396,tadine,-21.55,167.8833,25.6,88,89,7.96,NC,1738818250
397,daru,-9.0763,143.2092,26.84,78,100,2.64,PG,1738818251
398,island harbour,50.724,-1.2758,2.63,93,46,0.45,GB,1738818252
399,sao joao da barra,-21.6403,-41.0511,24.33,88,44,6.89,BR,1738818253
400,box elder,41.5005,-112.8764,1.51,53,27,3.59,US,1738818254
401,vorkuta,67.5,64.0,-14.05,97,100,3.75,RU,1738818069
402,novoanninskiy,50.5287,42.6747,-9.61,92,92,3.23,RU,1738818257
403,pionerskiy,54.9508,20.2275,0.91,89,62,4.62,RU,1738818258
404,marsa alam,25.0757,34.8918,17.39,47,97,3.59,EG,1738818259
405,sahar,24.3643,56.7468,20.73,58,51,1.56,OM,1738818260
406,muravlenko,63.7898,74.523,-12.49,95,100,3.43,RU,1738818261
407,dapchi,12.4904,11.4944,17.14,25,0,3.95,NG,1738818262
408,nuriootpa,-34.4833,139.0,35.4,21,0,8.39,AU,1738818264
409,lupane,-18.9315,27.807,20.15,73,59,2.12,ZW,1738818265
410,kiffa,16.6166,-11.4045,15.58,19,0,5.44,MR,1738818266
411,remire-montjoly,4.9167,-52.2667,25.02,94,0,1.03,GF,1738818267
412,niquelandia,-14.4739,-48.4597,19.11,90,99,0.91,BR,1738818268
413,valparaiso,-33.0393,-71.6273,16.8,67,0,1.54,CL,1738818269
414,al hufuf,25.3646,49.5653,15.19,26,0,4.12,SA,1738818270
415,pochinki,54.6988,44.8668,-13.08,97,84,1.69,RU,1738818271
416,olyokminsk,60.3736,120.4264,-30.33,91,80,0.19,RU,1738818273
417,simav,39.0882,28.9777,-4.32,88,82,3.34,TR,1738818274
418,taltal,-25.4,-70.4833,19.4,83,55,0.91,CL,1738818275
419,lamar,33.6668,-95.5836,19.38,91,0,5.66,US,1738818277
420,zapala,-38.8992,-70.0544,14.3,45,0,5.33,AR,1738818278
421,olbia,40.9214,9.4856,4.03,87,0,0.51,IT,1738818280
422,eureka,40.8021,-124.1637,6.22,94,98,3.76,US,1738818067
423,priekule,56.4468,21.5897,0.95,95,16,2.37,LV,1738818282
424,rabigh,22.7986,39.0349,22.26,55,68,5.53,SA,1738818283
425,vuosaari,60.2083,25.1436,2.27,74,75,2.57,FI,1738818284
426,greymouth,-42.4667,171.2,19.55,79,43,2.82,NZ,1738818058
427,le blanc,46.6667,1.1667,0.86,94,68,3.56,FR,1738818286
428,sheridan,44.8333,-106.9173,-13.79,84,0,3.09,US,1738818287
429,astrakhan,46.3497,48.0408,-4.07,80,100,7.0,RU,1738818290
430,ringsted,55.4426,11.7901,0.97,93,100,3.09,DK,1738818291
431,gilbert,33.3528,-111.789,18.74,33,0,1.54,US,1738817728
432,kapa'a,22.0752,-159.319,20.18,91,75,2.06,US,1738818294
433,okha,53.5739,142.9478,-2.62,87,100,11.93,RU,1738818296
434,chebba,35.2372,11.115,12.67,80,50,5.06,TN,1738818297
435,lesogorsk,56.0458,99.5136,-12.88,91,100,1.8,RU,1738818298
436,panchkula,30.6975,76.8551,19.35,28,0,5.57,IN,1738818299
437,trashi yangtse,27.6116,91.498,15.29,56,94,2.52,BT,1738818300
438,devin,41.7433,24.4,-2.66,85,9,1.3,BG,1738818301
439,gadzhiyevo,69.2551,33.3362,-1.42,83,100,10.77,RU,1738818302
440,nelson,-41.2833,173.2833,21.27,77,98,2.44,NZ,1738818304
441,bonthe,7.5264,-12.505,22.91,90,77,1.86,SL,1738818305
442,vila franca do campo,37.7167,-25.4333,18.27,99,9,1.79,PT,1738818306
443,la'ie,21.6477,-157.9253,22.66,88,83,0.45,US,1738818307
444,luanco,43.6152,-5.7934,6.71,96,91,3.03,ES,1738818308
445,tanjung pinang,0.9167,104.45,28.46,69,89,7.5,ID,1738818309
446,sola,-13.8833,167.55,28.15,70,83,3.36,VU,1738818310
447,podgorica,42.4411,19.2636,1.88,69,0,1.03,ME,1738818312
448,madalena,41.2162,-8.3345,7.39,77,98,1.61,PT,1738818313
449,fort st. john,56.2499,-120.8529,-18.06,85,100,3.09,CA,1738818292
450,broken hill,-31.95,141.4333,37.98,19,5,5.02,AU,1738818315
451,touros,-5.1989,-35.4608,24.95,87,97,4.12,BR,1738818316
452,kavaratti,10.5669,72.642,27.3,71,27,3.93,IN,1738818317
453,araguaina,-7.1911,-48.2072,24.22,77,79,0.81,BR,1738818318
454,neelankarai,12.9455,80.2575,30.62,68,20,3.09,IN,1738818320
455,saint-pierre,-21.3393,55.4781,29.82,74,75,2.57,RE,1738818321
456,tonekabon,36.8163,50.8738,8.97,93,100,1.05,IR,1738818322
457,bouarfa,32.53,-1.95,2.3,73,7,1.47,MA,1738818323
458,gambiran satu,-8.3939,114.1464,31.83,69,32,2.33,ID,1738818324
459,siracusa,37.0881,15.2792,10.73,80,85,0.45,IT,1738818068
460,tupa,-21.9347,-50.5136,19.8,93,100,1.17,BR,1738818326
461,trondheim,63.4305,10.3951,1.03,79,36,1.54,NO,1738818246
462,mil'kovo,55.6078,37.7956,0.19,65,100,2.07,RU,1738818329
463,san andres,12.5847,-81.7006,27.01,78,20,8.23,CO,1738818330
464,choyr,46.3611,108.3611,-23.95,56,0,7.2,MN,1738818331
465,kununurra,-15.7667,128.7333,27.99,74,75,6.69,AU,1738818332
466,calama,-22.4667,-68.9333,14.27,41,100,4.63,CL,1738818333
467,rabo de peixe,37.8,-25.5833,17.77,99,100,1.03,PT,1738818335
468,wakkanai,45.4094,141.6739,0.99,80,75,11.32,JP,1738818336
469,lengshuitan,26.4111,111.5956,7.42,83,100,3.75,CN,1738818337
470,yeed,4.55,43.0333,25.3,58,99,7.16,SO,1738818338
471,navalgund,15.5667,75.3667,28.87,25,22,4.61,IN,1738818339
472,wewak,-3.5534,143.6268,27.6,76,100,1.64,PG,1738818340
473,ciudad lazaro cardenas,17.9583,-102.2,23.44,82,0,1.64,MX,1738818341
474,staryy dobrotvir,50.2315,24.377,-0.67,97,100,1.07,UA,1738818343
475,columbia falls,48.3725,-114.1815,-11.18,85,100,0.0,US,1738818344
476,arkhangel'sk,64.5401,40.5433,-5.94,93,40,4.0,RU,1738818345
477,nemuro,43.3236,145.575,0.56,76,68,4.32,JP,1738818346
478,rongelap,11.1635,166.8941,26.45,81,42,8.23,MH,1738818347
479,reyes,-14.3167,-67.3833,24.2,82,65,0.97,BO,1738818348
480,newman,37.3138,-121.0208,5.59,82,0,0.45,US,1738818349
481,polyarnyy,69.1989,33.4478,-1.31,84,99,10.45,RU,1738818350
482,illizi,26.4833,8.4667,11.59,39,0,1.24,DZ,1738818352
483,tazovsky,67.4667,78.7,-16.28,95,100,1.96,RU,1738818353
484,sambava,-14.2667,50.1667,27.33,75,99,1.78,MG,1738818354
485,palmer,42.1584,-72.3287,-8.93,72,0,0.0,US,1738818355
486,mount gambier,-37.8333,140.7667,27.74,37,1,5.06,AU,1738818356
487,kiselevsk,53.99,86.6621,-15.16,92,34,3.08,RU,1738818357
488,morden,49.1919,-98.1014,-12.08,79,100,5.14,CA,1738818358
489,port augusta,-32.5,137.7667,39.86,19,0,4.42,AU,1738818360
490,magdagachi,53.45,125.8,-11.57,78,100,3.88,RU,1738818361
491,trujillo,-8.116,-79.03,19.98,94,74,2.57,PE,1738818362
492,lagoa,39.05,-27.9833,16.34,83,35,5.13,PT,1738818363
493,rawah,34.4816,41.9093,10.59,62,72,5.86,IQ,1738818364
494,gainesville,29.6516,-82.3248,17.83,71,68,1.09,US,1738818365
495,nadym,65.5333,72.5167,-11.0,95,100,3.6,RU,1738818366
496,kamaishi,39.2667,141.8833,0.2,59,31,9.61,JP,1738818368
497,selebi-phikwe,-21.979,27.8498,23.64,56,35,2.78,BW,1738818369
498,graneros,-34.0667,-70.7333,18.94,42,0,2.96,CL,1738818370
499,bardsir,29.9227,56.5743,8.29,28,100,2.91,IR,1738818371
500,mawu,34.4307,104.9176,-3.17,43,100,1.54,CN,1738818372
501,tomatlan,19.9333,-105.25,18.78,63,0,1.11,MX,1738818373
502,zouerate,22.7187,-12.4521,13.51,22,0,3.35,MR,1738818374
503,aweil,8.7682,27.4002,22.8,22,97,3.31,SS,1738818375
504,nizhniy kuranakh,58.8353,125.4869,-29.45,95,100,1.08,RU,1738818377
505,puerto aysen,-45.4,-72.7,7.88,97,94,2.33,CL,1738818378
506,sao paulo do potengi,-5.895,-35.7628,24.04,86,80,3.24,BR,1738818380
507,patterson,37.4716,-121.1297,5.97,82,0,1.67,US,1738818381
508,bitlis,38.5,42.25,-2.71,95,100,3.73,TR,1738818382
509,lind,56.1,8.9833,-1.1,91,59,2.87,DK,1738818384
510,tolanaro,-25.0319,46.9987,27.62,78,20,4.95,MG,1738818385
511,labytnangi,66.6572,66.4183,-20.9,99,60,2.45,RU,1738818386
512,al jawf,29.5,38.75,7.28,62,5,8.09,SA,1738818387
513,kataba,8.4604,-0.7732,26.33,19,13,1.73,GH,1738818388
514,yeppoon,-23.1333,150.7333,24.26,84,100,3.71,AU,1738818389
515,aqadyr,48.2553,72.8483,-17.55,88,5,2.2,KZ,1738818391
516,carahue,-38.7,-73.1667,14.36,78,100,1.61,CL,1738818392
517,farasan,16.7022,42.1183,24.86,78,2,8.96,SA,1738818393
518,piedras negras,28.7,-100.5167,19.96,85,0,3.52,MX,1738818394
519,horta,38.5333,-28.6333,17.23,95,80,4.92,PT,1738818395
520,narasannapeta,18.4167,84.05,30.75,41,33,2.12,IN,1738818396
521,santa flavia,38.085,13.5351,11.32,70,51,1.79,IT,1738818398
522,choma,-16.8065,26.9531,18.38,85,99,1.57,ZM,1738818399
523,port blair,11.6667,92.75,30.02,66,40,3.6,IN,1738818400
524,laguna,38.421,-121.4238,7.25,75,0,1.54,US,1738818401
525,kudymkar,59.0173,54.656,-16.76,98,100,0.95,RU,1738818402
526,meulaboh,4.1363,96.1285,28.91,66,98,1.97,ID,1738818403
527,mogadishu,2.0371,45.3438,25.31,82,83,8.3,SO,1738818404
528,ridgecrest,35.6225,-117.6709,14.25,65,0,6.26,US,1738818405
529,laughlin,35.1678,-114.573,21.06,32,0,0.45,US,1738818407
530,leticia,-4.2153,-69.9406,24.03,100,20,1.03,CO,1738818408
531,hawick,55.4227,-2.7867,-1.05,95,6,2.41,GB,1738818409
532,entebbe,0.0644,32.4469,20.18,94,100,1.54,UG,1738818411
533,brody,50.0879,25.1503,-2.95,88,100,0.83,UA,1738818412
534,wolmaransstad,-27.1974,25.9831,22.22,53,23,2.87,ZA,1738818413
535,enriquillo,17.9,-71.2333,22.35,82,20,5.05,DO,1738818415
536,budesti,44.2347,26.4658,-0.74,73,77,0.72,RO,1738818416
537,buenavista del norte,28.3746,-16.861,18.04,70,5,7.26,ES,1738818417
538,nabire,-3.3667,135.4833,30.63,60,83,3.03,ID,1738818418
539,chengdu,30.6667,104.0667,10.36,56,99,2.13,CN,1738818419
540,moose jaw,50.4001,-105.5344,-19.33,92,100,6.72,CA,1738818422
541,novodvinsk,64.4165,40.8122,-6.14,86,100,4.88,RU,1738818423
542,san francisco de la paz,14.9,-86.2,17.55,97,49,1.18,HN,1738818424
543,walvis bay,-22.9575,14.5053,19.22,79,100,1.49,NA,1738818425
544,isfahan,32.6572,51.6776,1.8,36,1,1.63,IR,1738818426
545,north branch,45.5113,-92.9802,-6.04,95,100,0.45,US,1738818427
546,tabriz,38.08,46.2919,2.7,70,100,9.77,IR,1738818430
547,matonga,-2.3833,34.0833,19.09,83,100,1.39,TZ,1738818431
548,inhambane,-23.865,35.3833,26.48,67,0,3.91,MZ,1738818432
549,ribeira brava,32.65,-17.0667,16.35,76,57,3.31,PT,1738818433
550,changtu,42.7788,124.0955,-11.98,71,63,3.98,CN,1738818435
551,morehead city,34.7229,-76.726,8.34,86,100,1.79,US,1738818437
552,ocher,57.8904,54.7202,-17.06,99,98,1.09,RU,1738818438
553,boquete,8.7833,-82.4333,15.0,72,75,3.13,PA,1738818439
554,mastic beach,40.7668,-72.8521,-2.0,61,0,0.0,US,1738818440
555,karachi,24.9056,67.0822,19.9,28,0,4.12,PK,1738818291
556,mount pearl,47.5166,-52.7813,-11.59,74,64,3.58,CA,1738818442
557,kolonia,50.9333,6.95,3.87,91,100,1.03,DE,1738818320
558,filadelfia,39.9523,-75.1638,1.14,63,100,3.09,US,1738818354
559,hun,29.1268,15.9477,10.02,85,50,1.82,LY,1738818446
560,zambezi,-13.5432,23.1047,18.78,99,100,0.98,ZM,1738818447
561,dzhalagash,45.0833,64.6667,-5.12,60,11,7.99,KZ,1738818448
562,fort mcmurray,56.7268,-111.381,-15.27,78,100,4.12,CA,1738818449
563,general jose de san martin,-26.5374,-59.3416,31.78,41,86,2.78,AR,1738818450
564,glendive,47.1053,-104.7125,-21.21,84,0,4.63,US,1738818452
565,itoman,26.1247,127.6694,17.27,51,75,2.57,JP,1738818453
566,labuan,5.2767,115.2417,29.2,83,20,1.03,MY,1738818193
567,kalmunai,7.4167,81.8167,27.94,68,75,3.59,LK,1738818455
568,tarumovka,44.0761,46.5361,2.03,83,100,5.24,RU,1738818456
569,ujae,8.9322,165.7642,27.1,82,26,9.62,MH,1738818457
570,bargaal,11.2864,51.0773,22.74,72,31,2.07,SO,1738818458
571,xixiang,35.1628,112.865,7.49,18,100,4.47,CN,1738818461
572,chudovo,59.1167,31.6833,-4.63,92,100,2.88,RU,1738818462
573,quepos,9.4236,-84.1652,24.86,79,14,1.88,CR,1738818463
574,tirumullaivasal,11.2333,79.8333,28.01,61,58,4.57,IN,1738818464
575,gunjur,13.2019,-16.7339,20.64,33,27,5.76,GM,1738818465
